filename,num_sentences,num_bullets,num_matching
2687.txt,6,2,0
2688.txt,10,5,3
2689.txt,16,5,6
2690.txt,5,1,1
2691.txt,4,7,0
2693.txt,6,2,3
2695.txt,5,3,3
2696.txt,11,7,5
2700.txt,5,1,0
2701.txt,4,1,0
2702.txt,7,4,4
2704.txt,12,7,5
2705.txt,2,1,0
2706.txt,5,1,0
2707.txt,10,4,3
2708.txt,11,5,2
2709.txt,6,1,2
2711.txt,7,1,0
2712.txt,5,1,0
2713.txt,9,6,5
2715.txt,11,2,2
2716.txt,5,7,3
2717.txt,4,1,1
2718.txt,7,1,0
2719.txt,7,4,3
2721.txt,10,8,3
2722.txt,11,4,7
2723.txt,6,2,0
2724.txt,6,2,1
2725.txt,6,3,2
2727.txt,8,3,2
2728.txt,7,7,3
2729.txt,11,6,1
2733.txt,6,1,0
2736.txt,9,2,1
2737.txt,5,2,1
2738.txt,7,1,1
2740.txt,8,1,0
2742.txt,6,3,3
2743.txt,8,2,0
2745.txt,6,1,1
2746.txt,6,1,0
2747.txt,4,1,2
2749.txt,6,1,0
2750.txt,7,3,5
2752.txt,10,6,3
2753.txt,6,1,0
2755.txt,7,5,3
2756.txt,7,2,2
2757.txt,6,1,0
2759.txt,10,2,2
2760.txt,6,1,0
2761.txt,7,4,2
2762.txt,7,1,1
2763.txt,6,1,1
2766.txt,5,2,2
2767.txt,5,1,1
2769.txt,8,2,2
2773.txt,5,1,0
2774.txt,6,1,1
2776.txt,9,1,1
2777.txt,6,2,0
2778.txt,8,1,0
2779.txt,3,2,2
2780.txt,4,1,0
2782.txt,4,1,0
2783.txt,8,2,2
2789.txt,5,4,1
2790.txt,7,2,4
2793.txt,4,1,2
2794.txt,5,2,2
2795.txt,8,1,0
2798.txt,4,4,1
2800.txt,7,1,0
2801.txt,5,3,1
2802.txt,5,2,2
2803.txt,4,1,1
2808.txt,5,1,1
2809.txt,5,1,0
2810.txt,5,2,2
2812.txt,5,3,4
2813.txt,5,1,0
2814.txt,3,3,1
2815.txt,5,1,0
2816.txt,5,1,1
2817.txt,13,8,8
2818.txt,7,5,4
2819.txt,5,1,0
2821.txt,7,3,0
2822.txt,8,5,1
2823.txt,9,3,1
2824.txt,7,2,2
2826.txt,5,3,3
2827.txt,16,8,6
2828.txt,7,2,1
2830.txt,3,1,0
2831.txt,6,5,3
2832.txt,7,3,2
2834.txt,6,1,1
2835.txt,5,1,1
2836.txt,5,6,2
2837.txt,11,2,2
2843.txt,8,2,2
2844.txt,7,1,1
2846.txt,5,5,4
2847.txt,9,5,5
2848.txt,6,2,1
2849.txt,6,1,0
2853.txt,10,4,3
2857.txt,8,4,1
2858.txt,6,3,2
2859.txt,6,3,4
2860.txt,7,4,1
2864.txt,6,3,0
2865.txt,5,1,0
2867.txt,12,4,1
2868.txt,4,1,1
2869.txt,7,1,1
2874.txt,9,2,1
2879.txt,5,4,2
2882.txt,10,2,1
2883.txt,5,2,2
2884.txt,8,2,0
2885.txt,8,1,2
2886.txt,10,3,4
2887.txt,8,4,1
2888.txt,6,2,2
2890.txt,7,3,1
2891.txt,15,1,1
2892.txt,5,1,1
2894.txt,10,4,1
2897.txt,4,1,0
2901.txt,3,2,0
2903.txt,6,1,2
2904.txt,6,4,1
2905.txt,5,2,0
2906.txt,4,1,1
2907.txt,18,13,20
2908.txt,5,2,2
2909.txt,9,3,2
2911.txt,6,4,1
2912.txt,13,7,4
2913.txt,11,6,5
2914.txt,8,3,0
2917.txt,6,3,2
2919.txt,7,2,1
2921.txt,7,4,6
2922.txt,5,3,3
2924.txt,10,1,1
2927.txt,5,2,1
2928.txt,11,3,3
2929.txt,5,1,1
2930.txt,5,1,1
2931.txt,8,2,0
2934.txt,5,2,2
2935.txt,6,5,2
2936.txt,7,3,4
2939.txt,6,1,0
2940.txt,6,1,0
2943.txt,3,6,6
2944.txt,6,4,5
2945.txt,7,2,2
2946.txt,8,1,0
2949.txt,7,5,2
2951.txt,8,1,1
2952.txt,5,1,1
2954.txt,5,7,8
2955.txt,5,5,0
2957.txt,10,8,4
2958.txt,4,3,2
2961.txt,11,7,4
2962.txt,7,6,4
2966.txt,6,2,2
2968.txt,7,1,1
2969.txt,11,6,4
2970.txt,7,1,0
2972.txt,6,3,4
2973.txt,11,5,4
2974.txt,13,5,2
2975.txt,5,5,1
2976.txt,6,1,2
2977.txt,5,1,1
2978.txt,7,3,1
2979.txt,7,3,0
2980.txt,6,1,1
2981.txt,6,1,0
2982.txt,5,1,0
2983.txt,11,2,1
2984.txt,9,7,5
2985.txt,5,2,0
2986.txt,6,1,0
2987.txt,9,5,4
2989.txt,6,3,1
2992.txt,7,1,1
2999.txt,8,5,2
3000.txt,11,5,8
3001.txt,5,1,1
3003.txt,5,3,2
3004.txt,7,4,2
3005.txt,12,6,5
3006.txt,10,5,3
3007.txt,14,8,1
3009.txt,8,1,0
3011.txt,10,2,1
3013.txt,7,2,1
3014.txt,7,2,1
3016.txt,5,2,2
3017.txt,6,6,2
3018.txt,5,1,1
3019.txt,6,2,0
3022.txt,4,3,2
3023.txt,5,1,0
3027.txt,5,1,0
3028.txt,7,1,0
3029.txt,5,1,0
3032.txt,5,1,0
3034.txt,4,1,1
3035.txt,4,3,3
3036.txt,12,5,4
3038.txt,12,2,1
3040.txt,6,3,0
3042.txt,7,1,0
3043.txt,6,1,0
3044.txt,7,1,0
3046.txt,17,4,2
3052.txt,5,3,2
3054.txt,8,2,2
3056.txt,9,5,5
3057.txt,7,1,0
3058.txt,8,3,3
3061.txt,6,2,0
3062.txt,6,1,0
3064.txt,7,2,3
3065.txt,6,1,0
3066.txt,6,3,2
3068.txt,4,4,2
3069.txt,5,2,3
3072.txt,12,5,4
3074.txt,6,3,4
3075.txt,7,2,1
3076.txt,4,4,2
3077.txt,7,1,0
3078.txt,8,1,2
3079.txt,9,2,1
3080.txt,6,4,0
3081.txt,5,1,1
3082.txt,5,3,2
3084.txt,6,1,1
3085.txt,3,1,0
3086.txt,10,4,3
3087.txt,8,3,3
3088.txt,5,1,2
3090.txt,6,1,2
3091.txt,9,3,1
3092.txt,5,2,2
3093.txt,6,3,1
3094.txt,5,1,2
3095.txt,5,2,0
3096.txt,8,4,4
3097.txt,8,2,1
3099.txt,5,1,0
3100.txt,5,2,3
3101.txt,9,4,3
3103.txt,5,2,0
3107.txt,5,3,4
3108.txt,6,2,2
3110.txt,10,2,3
3111.txt,5,3,4
3113.txt,9,1,0
3116.txt,4,4,2
3118.txt,6,2,1
3120.txt,10,1,1
3121.txt,5,2,1
3123.txt,8,4,4
3124.txt,10,1,0
3127.txt,11,1,1
3128.txt,6,2,1
3129.txt,7,5,2
3130.txt,9,7,4
3137.txt,9,3,2
3140.txt,3,2,0
3142.txt,5,2,3
3148.txt,9,3,6
3149.txt,6,1,2
3150.txt,6,2,0
3151.txt,4,1,2
3152.txt,14,8,4
3153.txt,5,3,5
3154.txt,9,6,7
3155.txt,4,2,1
3158.txt,15,7,5
3159.txt,7,4,2
3160.txt,6,2,0
3162.txt,5,1,0
3164.txt,4,1,0
3165.txt,5,3,2
3166.txt,5,2,1
3168.txt,8,2,1
3169.txt,9,6,5
3170.txt,8,2,2
3171.txt,4,1,0
3172.txt,7,1,1
3174.txt,8,5,1
3175.txt,9,3,2
3177.txt,7,3,3
3178.txt,7,6,2
3179.txt,6,1,0
3182.txt,10,3,2
3184.txt,7,2,1
3186.txt,5,1,2
3187.txt,7,4,2
3188.txt,8,3,1
3189.txt,4,1,1
3190.txt,8,2,1
3191.txt,7,5,4
3192.txt,12,5,4
3193.txt,4,1,1
3195.txt,9,3,2
3197.txt,6,2,1
3198.txt,4,1,0
3201.txt,5,1,1
3202.txt,5,1,1
3204.txt,6,1,0
3207.txt,8,2,1
3211.txt,10,4,3
3213.txt,5,1,1
3214.txt,7,3,3
3217.txt,5,2,0
3219.txt,6,7,3
3226.txt,4,1,1
3228.txt,6,2,0
3229.txt,8,1,2
3230.txt,6,5,3
3231.txt,9,4,3
3232.txt,10,1,3
3233.txt,9,5,6
3237.txt,8,3,1
3238.txt,8,7,5
3240.txt,5,5,5
3241.txt,9,1,0
3242.txt,4,1,0
3243.txt,9,1,0
3244.txt,13,5,3
3245.txt,4,5,1
3246.txt,5,2,1
3248.txt,6,6,2
3249.txt,9,4,3
3250.txt,7,4,3
3251.txt,8,2,1
3255.txt,7,1,0
3256.txt,6,5,4
3257.txt,4,1,1
3259.txt,6,4,2
3260.txt,11,7,5
3264.txt,7,4,2
3270.txt,6,1,1
3272.txt,5,5,3
3273.txt,5,2,3
3274.txt,3,2,1
3275.txt,5,1,1
3277.txt,6,2,1
3278.txt,28,1,0
3280.txt,5,1,2
3281.txt,8,2,3
3282.txt,5,1,2
3286.txt,6,6,7
3287.txt,7,3,4
3292.txt,5,2,2
3293.txt,5,8,3
3294.txt,10,2,4
3296.txt,7,1,0
3297.txt,5,1,1
3299.txt,6,2,3
3300.txt,6,4,1
3302.txt,5,1,1
3303.txt,7,1,2
3304.txt,7,1,1
3305.txt,15,7,3
3306.txt,5,2,1
3310.txt,7,1,0
3312.txt,5,3,4
3313.txt,5,1,1
3316.txt,6,2,1
3318.txt,5,1,1
3319.txt,5,1,0
3322.txt,5,1,0
3323.txt,10,2,1
3324.txt,8,5,5
3326.txt,4,4,0
3327.txt,12,3,2
3328.txt,4,2,2
3331.txt,5,2,1
3332.txt,7,1,1
3334.txt,5,3,1
3335.txt,6,1,0
3336.txt,8,4,4
3337.txt,10,1,0
3340.txt,7,3,4
3342.txt,6,5,6
3344.txt,4,1,1
3347.txt,7,2,2
3348.txt,8,2,2
3349.txt,12,5,6
3351.txt,14,3,2
3353.txt,6,4,3
3354.txt,8,3,2
3355.txt,5,1,2
3356.txt,5,1,1
3357.txt,4,1,0
3360.txt,6,2,0
3363.txt,8,4,0
3364.txt,5,5,2
3366.txt,4,1,0
3368.txt,9,2,2
3369.txt,4,4,2
3371.txt,4,1,0
3372.txt,3,2,1
3374.txt,8,1,2
3375.txt,5,1,0
3378.txt,8,2,2
3379.txt,6,2,3
3380.txt,5,1,1
3382.txt,8,4,3
3383.txt,4,2,0
3387.txt,6,3,5
3388.txt,7,2,1
3389.txt,4,1,0
3391.txt,7,1,1
3393.txt,7,2,3
3394.txt,5,2,1
3396.txt,5,2,1
3397.txt,6,2,1
3398.txt,6,3,2
3399.txt,4,3,2
3401.txt,5,3,1
3402.txt,5,1,1
3404.txt,5,1,0
3405.txt,5,1,1
3406.txt,5,1,1
3407.txt,6,2,1
3408.txt,7,1,1
3410.txt,6,4,3
3411.txt,11,6,5
3412.txt,8,1,0
3414.txt,7,4,2
3415.txt,8,3,0
3416.txt,7,3,1
3417.txt,9,5,4
3418.txt,9,2,3
3419.txt,10,5,3
3421.txt,8,2,2
3423.txt,6,2,2
3424.txt,10,1,1
3425.txt,6,2,1
3426.txt,5,1,1
3428.txt,7,3,2
3429.txt,6,2,1
3430.txt,7,3,1
3432.txt,5,4,2
3435.txt,9,3,1
3436.txt,10,2,4
3437.txt,5,1,0
3440.txt,8,1,1
3442.txt,5,4,3
3444.txt,1,1,0
3447.txt,13,6,5
3448.txt,7,4,5
3449.txt,7,1,0
3451.txt,6,5,4
3454.txt,3,1,0
3455.txt,7,8,2
3456.txt,4,1,2
3457.txt,4,1,0
3459.txt,8,5,2
3462.txt,7,2,1
3463.txt,10,4,2
3464.txt,4,1,0
3466.txt,7,3,0
3467.txt,7,1,0
3468.txt,14,5,3
3469.txt,5,4,1
3470.txt,7,2,0
3471.txt,7,3,3
3474.txt,10,4,4
3476.txt,7,2,2
3478.txt,5,1,1
3479.txt,14,7,4
3480.txt,5,1,0
3481.txt,4,2,2
3482.txt,6,2,2
3484.txt,15,4,3
3485.txt,8,4,2
3486.txt,5,1,1
3488.txt,5,1,1
3490.txt,7,3,2
3491.txt,8,4,4
3492.txt,5,2,3
3493.txt,7,1,2
3494.txt,6,2,1
3497.txt,6,1,1
3498.txt,20,4,2
3502.txt,7,4,3
3506.txt,4,1,0
3507.txt,7,1,0
3508.txt,11,9,11
3509.txt,13,3,2
3510.txt,3,3,0
3512.txt,5,1,1
3514.txt,6,1,1
3515.txt,5,1,0
3516.txt,5,1,0
3517.txt,10,3,0
3518.txt,5,1,1
3519.txt,7,4,3
3520.txt,5,2,1
3521.txt,6,2,1
3523.txt,6,2,0
3525.txt,7,2,1
3526.txt,9,3,3
3529.txt,5,1,2
3530.txt,4,2,1
3531.txt,6,1,1
3532.txt,4,1,0
3533.txt,4,1,1
3534.txt,6,1,0
3536.txt,12,7,4
3537.txt,4,1,0
3540.txt,6,1,2
3541.txt,5,3,1
3543.txt,5,1,1
3544.txt,6,3,0
3545.txt,10,3,3
3546.txt,6,3,2
3547.txt,6,1,0
3550.txt,7,2,1
3551.txt,5,3,1
3555.txt,6,1,0
3556.txt,7,1,0
3557.txt,7,3,3
3558.txt,9,5,2
3559.txt,5,2,1
3562.txt,4,5,3
3564.txt,9,4,5
3565.txt,7,3,2
3566.txt,14,4,3
3567.txt,8,4,4
3568.txt,5,1,0
3569.txt,5,1,2
3570.txt,10,5,3
3571.txt,7,2,2
3572.txt,4,1,1
3573.txt,9,5,5
3575.txt,5,2,1
3578.txt,4,1,0
3579.txt,6,1,0
3581.txt,12,5,3
3583.txt,5,1,1
3584.txt,5,4,7
3586.txt,4,1,1
3589.txt,7,2,1
3591.txt,7,1,2
3592.txt,4,2,0
3595.txt,10,4,3
3596.txt,9,2,1
3597.txt,7,2,0
3599.txt,6,2,1
3600.txt,6,2,0
3601.txt,11,5,4
3602.txt,6,2,0
3607.txt,8,4,1
3608.txt,19,1,1
3609.txt,6,1,2
3611.txt,14,8,6
3612.txt,7,3,1
3613.txt,6,1,1
3614.txt,5,4,2
3615.txt,4,1,0
3616.txt,7,3,4
3618.txt,7,1,0
3620.txt,12,3,1
3621.txt,5,1,1
3622.txt,12,4,2
3623.txt,6,1,0
3626.txt,4,2,2
3627.txt,10,4,1
3628.txt,6,1,0
3630.txt,7,2,1
3631.txt,5,4,2
3632.txt,9,5,2
3633.txt,6,2,2
3635.txt,5,1,1
3636.txt,8,4,3
3638.txt,5,1,2
3640.txt,5,3,2
3641.txt,5,4,0
3642.txt,7,2,1
3643.txt,4,1,0
3644.txt,8,3,2
3645.txt,3,1,1
3650.txt,11,4,3
3651.txt,7,2,0
3652.txt,7,2,1
3653.txt,8,4,5
3654.txt,13,1,2
3655.txt,7,2,1
3656.txt,9,5,2
3657.txt,10,3,3
3658.txt,11,4,3
3659.txt,6,1,1
3662.txt,9,3,1
3666.txt,4,4,2
3667.txt,12,4,2
3668.txt,5,1,1
3669.txt,3,1,1
3670.txt,7,3,3
3671.txt,8,2,1
3672.txt,8,4,1
3673.txt,11,5,5
3676.txt,11,6,7
3677.txt,6,1,1
3678.txt,7,2,1
3680.txt,9,4,5
3681.txt,6,2,1
3682.txt,5,1,1
3683.txt,7,1,0
3684.txt,3,4,3
3685.txt,7,3,0
3686.txt,6,3,2
3687.txt,7,4,2
3688.txt,8,5,0
3689.txt,7,4,1
3690.txt,6,3,3
3691.txt,6,2,0
3694.txt,6,1,1
3695.txt,7,1,0
3696.txt,2,1,1
3697.txt,9,4,1
3699.txt,5,2,1
3700.txt,8,2,2
3702.txt,8,4,5
3705.txt,7,2,0
3706.txt,5,1,0
3707.txt,5,1,0
3708.txt,7,3,2
3709.txt,8,2,0
3710.txt,6,1,0
3712.txt,6,1,0
3713.txt,5,1,0
3714.txt,5,1,1
3715.txt,7,5,2
3716.txt,5,1,0
3717.txt,6,1,2
3718.txt,6,2,0
3721.txt,6,2,1
3725.txt,7,1,0
3727.txt,5,2,2
3730.txt,8,1,1
3732.txt,6,1,0
3733.txt,10,7,6
3735.txt,5,2,1
3736.txt,5,1,0
3739.txt,10,2,1
3740.txt,5,2,2
3741.txt,6,1,0
3742.txt,5,1,1
3743.txt,4,1,0
3746.txt,6,2,1
3748.txt,6,2,0
3750.txt,8,6,4
3751.txt,5,1,0
3752.txt,9,2,1
3753.txt,13,3,4
3755.txt,8,2,0
3756.txt,5,2,1
3757.txt,7,1,1
3758.txt,4,1,0
3759.txt,9,5,5
3760.txt,10,2,3
3761.txt,5,3,1
3762.txt,7,1,0
3766.txt,6,3,0
3768.txt,5,2,2
3769.txt,5,4,4
3770.txt,5,1,1
3772.txt,7,2,2
3774.txt,8,3,3
3776.txt,4,1,0
3777.txt,8,3,1
3780.txt,5,2,2
3784.txt,6,2,2
3785.txt,6,2,0
3786.txt,4,4,5
3789.txt,7,2,1
3790.txt,12,8,5
3791.txt,2,1,1
3793.txt,8,5,4
3794.txt,10,1,2
3795.txt,6,1,1
3797.txt,6,2,1
3798.txt,5,2,1
3799.txt,4,3,1
3800.txt,11,6,1
3801.txt,9,6,5
3802.txt,9,6,3
3803.txt,9,6,5
3804.txt,7,6,4
3805.txt,6,1,0
3806.txt,5,3,2
3807.txt,9,2,1
3808.txt,6,2,1
3810.txt,6,2,0
3811.txt,3,4,1
3812.txt,7,4,2
3813.txt,4,1,2
3815.txt,6,3,3
3816.txt,8,1,1
3819.txt,6,5,2
3820.txt,6,2,1
3821.txt,4,1,0
3822.txt,5,1,1
3824.txt,6,3,3
3825.txt,4,4,2
3828.txt,6,1,0
3829.txt,9,7,5
3832.txt,6,1,0
3833.txt,12,8,6
3834.txt,4,1,1
3835.txt,5,2,0
3838.txt,7,2,0
3839.txt,12,5,1
3840.txt,14,9,3
3841.txt,6,1,0
3842.txt,5,1,2
3843.txt,9,2,0
3846.txt,8,4,4
3847.txt,6,3,1
3848.txt,8,6,6
3849.txt,4,1,0
3850.txt,5,2,1
3851.txt,5,2,1
3852.txt,6,2,0
3853.txt,6,7,5
3854.txt,4,1,0
3855.txt,7,3,7
3858.txt,8,3,1
3859.txt,12,6,2
3862.txt,4,2,1
3863.txt,4,2,1
3865.txt,6,1,0
3866.txt,6,4,5
3868.txt,4,1,1
3869.txt,4,2,1
3870.txt,9,3,1
3872.txt,4,1,1
3873.txt,7,1,1
3874.txt,8,5,5
3875.txt,7,4,5
3876.txt,5,1,1
3877.txt,10,4,3
3878.txt,6,3,4
3880.txt,5,3,2
3881.txt,10,3,2
3882.txt,9,2,2
3884.txt,6,3,0
3886.txt,4,1,0
3887.txt,6,2,0
3888.txt,4,1,0
3891.txt,3,5,2
3892.txt,18,10,10
3893.txt,5,1,2
3895.txt,9,4,1
3896.txt,6,1,2
3898.txt,4,1,0
3899.txt,16,2,4
3901.txt,7,4,1
3902.txt,4,1,0
3905.txt,6,1,1
3907.txt,9,9,4
3908.txt,6,1,1
3909.txt,6,2,1
3910.txt,4,2,2
3912.txt,12,4,1
3915.txt,7,5,2
3917.txt,6,1,2
3918.txt,5,2,3
3919.txt,4,2,1
3920.txt,5,5,2
3921.txt,7,1,0
3924.txt,5,2,0
3925.txt,7,4,0
3926.txt,10,6,5
3927.txt,1,1,0
3928.txt,6,3,2
3929.txt,7,3,0
3930.txt,6,2,3
3932.txt,5,1,0
3933.txt,6,1,0
3934.txt,8,1,1
3935.txt,16,5,1
3937.txt,6,1,1
3940.txt,6,2,0
3941.txt,12,2,2
3942.txt,9,3,5
3943.txt,4,1,0
3944.txt,6,1,0
3945.txt,12,5,7
3947.txt,7,1,0
3949.txt,6,3,2
3950.txt,6,2,0
3951.txt,5,2,2
3952.txt,9,5,4
3956.txt,6,1,1
3959.txt,7,1,0
3960.txt,4,2,2
3961.txt,9,3,3
3963.txt,6,2,0
3964.txt,6,3,1
3965.txt,4,1,0
3966.txt,11,1,0
3967.txt,5,1,1
3968.txt,4,1,1
3969.txt,6,3,3
3972.txt,11,3,1
3974.txt,12,4,5
3975.txt,7,1,0
3977.txt,7,2,2
3979.txt,6,2,1
3980.txt,8,6,3
3983.txt,8,2,2
3984.txt,10,3,2
3985.txt,6,1,1
3987.txt,6,2,1
3988.txt,9,4,6
3989.txt,5,1,0
3990.txt,5,2,1
3991.txt,4,1,1
3992.txt,6,1,0
3993.txt,5,2,2
3994.txt,6,3,2
3995.txt,12,5,3
3996.txt,7,1,1
3997.txt,5,2,2